Unnamed: 0	Pheno	UKB ID	IDP short name	Units	Type	Cat.	Category name	IDP description	N(disc)	Npar(disc)	Nnonpar(disc)	N(rep)	Npar(rep)	Nnonpar(rep)	N(fullscan)	Npar(fullscan)	Nnonpar(fullscan)	Heritability	Heritability(SE)
392	393.0	26906	aparc-Desikan rh volume parsopercularis	mm3	float	1.0	regional and tissue volume	Volume of parsopercularis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1276	0.0179
393	394.0	26907	aparc-Desikan rh volume parsorbitalis	mm3	float	1.0	regional and tissue volume	Volume of parsorbitalis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21281.0	21261.0	21269.0	10685.0	-	-	31966.0	31941.0	31952.0	0.164	0.0175
394	395.0	26908	aparc-Desikan rh volume parstriangularis	mm3	float	1.0	regional and tissue volume	Volume of parstriangularis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1251	0.0205
395	396.0	26909	aparc-Desikan rh volume pericalcarine	mm3	float	1.0	regional and tissue volume	Volume of pericalcarine in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3142	0.0293
396	397.0	26910	aparc-Desikan rh volume postcentral	mm3	float	1.0	regional and tissue volume	Volume of postcentral in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1805	0.0196
397	398.0	26911	aparc-Desikan rh volume posteriorcingulate	mm3	float	1.0	regional and tissue volume	Volume of posteriorcingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1247	0.0171
398	399.0	26912	aparc-Desikan rh volume precentral	mm3	float	1.0	regional and tissue volume	Volume of precentral in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.223	0.022
399	400.0	26913	aparc-Desikan rh volume precuneus	mm3	float	1.0	regional and tissue volume	Volume of precuneus in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2268	0.0213
400	401.0	26914	aparc-Desikan rh volume rostralanteriorcingulate	mm3	float	1.0	regional and tissue volume	Volume of rostralanteriorcingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.1044	0.014
401	402.0	26915	aparc-Desikan rh volume rostralmiddlefrontal	mm3	float	1.0	regional and tissue volume	Volume of rostralmiddlefrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1902	0.0176
402	403.0	26916	aparc-Desikan rh volume superiorfrontal	mm3	float	1.0	regional and tissue volume	Volume of superiorfrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1876	0.0175
403	404.0	26917	aparc-Desikan rh volume superiorparietal	mm3	float	1.0	regional and tissue volume	Volume of superiorparietal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1705	0.0197
404	405.0	26918	aparc-Desikan rh volume superiortemporal	mm3	float	1.0	regional and tissue volume	Volume of superiortemporal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2251	0.0178
405	406.0	26919	aparc-Desikan rh volume supramarginal	mm3	float	1.0	regional and tissue volume	Volume of supramarginal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1539	0.0177
406	407.0	26920	aparc-Desikan rh volume frontalpole	mm3	float	1.0	regional and tissue volume	Volume of frontalpole in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.0718	0.0162
407	408.0	26921	aparc-Desikan rh volume transversetemporal	mm3	float	1.0	regional and tissue volume	Volume of transversetemporal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1468	0.0178
408	409.0	26922	aparc-Desikan rh volume insula	mm3	float	1.0	regional and tissue volume	Volume of insula in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2388	0.0217
409	410.0	27087	BA-exvivo lh volume BA1	mm3	float	1.0	regional and tissue volume	Volume of BA1 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1572	0.0187
410	411.0	27088	BA-exvivo lh volume BA2	mm3	float	1.0	regional and tissue volume	Volume of BA2 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1251	0.0184
411	412.0	27089	BA-exvivo lh volume BA3a	mm3	float	1.0	regional and tissue volume	Volume of BA3a in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1327	0.0177
412	413.0	27090	BA-exvivo lh volume BA3b	mm3	float	1.0	regional and tissue volume	Volume of BA3b in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.173	0.0223
413	414.0	27091	BA-exvivo lh volume BA4a	mm3	float	1.0	regional and tissue volume	Volume of BA4a in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1712	0.0172
414	415.0	27092	BA-exvivo lh volume BA4p	mm3	float	1.0	regional and tissue volume	Volume of BA4p in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1265	0.0178
415	416.0	27093	BA-exvivo lh volume BA6	mm3	float	1.0	regional and tissue volume	Volume of BA6 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.2056	0.0202
416	417.0	27094	BA-exvivo lh volume BA44	mm3	float	1.0	regional and tissue volume	Volume of BA44 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1319	0.0161
417	418.0	27095	BA-exvivo lh volume BA45	mm3	float	1.0	regional and tissue volume	Volume of BA45 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.147	0.0182
418	419.0	27096	BA-exvivo lh volume V1	mm3	float	1.0	regional and tissue volume	Volume of V1 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.2745	0.0262
419	420.0	27097	BA-exvivo lh volume V2	mm3	float	1.0	regional and tissue volume	Volume of V2 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	10681	10684	31967.0	31942.0	31953.0	0.243	0.0225
420	421.0	27098	BA-exvivo lh volume MT	mm3	float	1.0	regional and tissue volume	Volume of MT in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	10681	10684	31967.0	31942.0	31953.0	0.1259	0.0181
421	422.0	27099	BA-exvivo lh volume perirhinal	mm3	float	1.0	regional and tissue volume	Volume of perirhinal in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1292	0.0187
422	423.0	27100	BA-exvivo lh volume entorhinal	mm3	float	1.0	regional and tissue volume	Volume of entorhinal in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1952	0.021
423	424.0	27129	BA-exvivo rh volume BA1	mm3	float	1.0	regional and tissue volume	Volume of BA1 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1627	0.0188
424	425.0	27130	BA-exvivo rh volume BA2	mm3	float	1.0	regional and tissue volume	Volume of BA2 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1196	0.0148
425	426.0	27131	BA-exvivo rh volume BA3a	mm3	float	1.0	regional and tissue volume	Volume of BA3a in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1681	0.0203
426	427.0	27132	BA-exvivo rh volume BA3b	mm3	float	1.0	regional and tissue volume	Volume of BA3b in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1848	0.0298
427	428.0	27133	BA-exvivo rh volume BA4a	mm3	float	1.0	regional and tissue volume	Volume of BA4a in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1504	0.0189
428	429.0	27134	BA-exvivo rh volume BA4p	mm3	float	1.0	regional and tissue volume	Volume of BA4p in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1662	0.0199
429	430.0	27135	BA-exvivo rh volume BA6	mm3	float	1.0	regional and tissue volume	Volume of BA6 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.2174	0.0196
430	431.0	27136	BA-exvivo rh volume BA44	mm3	float	1.0	regional and tissue volume	Volume of BA44 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1807	0.0169
431	432.0	27137	BA-exvivo rh volume BA45	mm3	float	1.0	regional and tissue volume	Volume of BA45 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1332	0.0183
432	433.0	27138	BA-exvivo rh volume V1	mm3	float	1.0	regional and tissue volume	Volume of V1 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.2852	0.0285
433	434.0	27139	BA-exvivo rh volume V2	mm3	float	1.0	regional and tissue volume	Volume of V2 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.2632	0.0254
434	435.0	27140	BA-exvivo rh volume MT	mm3	float	1.0	regional and tissue volume	Volume of MT in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1357	0.0172
435	436.0	27141	BA-exvivo rh volume perirhinal	mm3	float	1.0	regional and tissue volume	Volume of perirhinal in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.0957	0.0157
436	437.0	27142	BA-exvivo rh volume entorhinal	mm3	float	1.0	regional and tissue volume	Volume of entorhinal in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.2022	0.0204
437	438.0	27205	aparc-DKTatlas lh volume caudalanteriorcingulate	mm3	float	1.0	regional and tissue volume	Volume of caudalanteriorcingulate in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.177	0.0195
438	439.0	27206	aparc-DKTatlas lh volume caudalmiddlefrontal	mm3	float	1.0	regional and tissue volume	Volume of caudalmiddlefrontal in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1482	0.0206
439	440.0	27207	aparc-DKTatlas lh volume cuneus	mm3	float	1.0	regional and tissue volume	Volume of cuneus in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2502	0.0229
440	441.0	27208	aparc-DKTatlas lh volume entorhinal	mm3	float	1.0	regional and tissue volume	Volume of entorhinal in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1278	0.0173
441	442.0	27209	aparc-DKTatlas lh volume fusiform	mm3	float	1.0	regional and tissue volume	Volume of fusiform in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1685	0.018
442	443.0	27210	aparc-DKTatlas lh volume inferiorparietal	mm3	float	1.0	regional and tissue volume	Volume of inferiorparietal in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1972	0.0198
443	444.0	27211	aparc-DKTatlas lh volume inferiortemporal	mm3	float	1.0	regional and tissue volume	Volume of inferiortemporal in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1664	0.018
444	445.0	27212	aparc-DKTatlas lh volume isthmuscingulate	mm3	float	1.0	regional and tissue volume	Volume of isthmuscingulate in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1773	0.0195
445	446.0	27213	aparc-DKTatlas lh volume lateraloccipital	mm3	float	1.0	regional and tissue volume	Volume of lateraloccipital in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.1922	0.019
446	447.0	27214	aparc-DKTatlas lh volume lateralorbitofrontal	mm3	float	1.0	regional and tissue volume	Volume of lateralorbitofrontal in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2419	0.0227
447	448.0	27215	aparc-DKTatlas lh volume lingual	mm3	float	1.0	regional and tissue volume	Volume of lingual in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2224	0.0226
448	449.0	27216	aparc-DKTatlas lh volume medialorbitofrontal	mm3	float	1.0	regional and tissue volume	Volume of medialorbitofrontal in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.16	0.0183
449	450.0	27217	aparc-DKTatlas lh volume middletemporal	mm3	float	1.0	regional and tissue volume	Volume of middletemporal in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.22	0.0206
450	451.0	27218	aparc-DKTatlas lh volume parahippocampal	mm3	float	1.0	regional and tissue volume	Volume of parahippocampal in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2104	0.0197
451	452.0	27219	aparc-DKTatlas lh volume paracentral	mm3	float	1.0	regional and tissue volume	Volume of paracentral in the left hemisphere generated by parcellation of the white surface using DKT parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1677	0.0191
